employee_id,hiring_date,last_evaluation_date,termination_date,employment_status,age,gender,num_children,department,job_level,initial_salary,salary,contract_type,remote_ratio,tenure,num_projects,avg_monthly_hours,last_performance_score,promotions_last_2_years,training_hours_last_year,satisfaction_level,absences_last_6_months,internal_mobility_interest
fee4ef32-dc04-4ae2-bb95-5f1fb2a0fc1f,2011-08-17,2016-05-12,2017-09-06,Resigned,37,Male,1,Finance,Mid,27868,44821,Permanent,50,73,7,124,85,0,27,0.75,0,0
46664e05-122f-4f29-84f9-97ecf356a8c2,2013-08-31,2015-09-14,2021-12-16,Resigned,44,Female,1,Sales,Senior,24320,44586,Permanent,80,100,3,201,55,0,0,0.3,1,1
5ea6dc6d-f604-47f1-8528-b6821e05e457,2017-06-11,2023-03-21,2020-09-08,Resigned,27,Female,1,Sales,Mid,25235,33436,Temporary,100,39,8,195,75,0,3,0.32,0,1
8b629d2d-b4e1-453e-b1ba-a13111b4c45b,2014-05-11,2020-05-03,2021-11-05,Resigned,42,Other,0,Finance,Junior,19188,33738,Permanent,20,91,3,128,50,0,19,0.6,1,1
32f16e94-f80c-4341-8298-755490b946b4,2010-05-05,2023-01-19,2010-12-03,Resigned,49,Male,1,Finance,Mid,21525,22780,Permanent,0,7,10,157,77,1,6,0.39,0,1
bf55c211-5394-4619-b519-1b2e98f3cc4f,2010-08-13,2014-03-20,2011-07-12,Resigned,25,Female,1,Marketing,Junior,22210,24245,Permanent,80,11,3,163,73,1,31,0.63,4,1
ceafc25f-ee94-4977-8790-01defa5be7b2,2013-05-20,2014-09-13,2024-01-11,Resigned,54,Female,1,Marketing,Junior,22700,47102,Permanent,20,129,2,101,85,1,29,0.77,5,0
0a517e52-ff0b-4d9e-adcf-a333a7e1c9a4,2011-06-19,2017-07-14,2015-01-19,Resigned,34,Female,2,HR,Junior,25997,35312,Permanent,20,43,2,165,65,1,28,0.39,3,0
b6796c5e-51a2-4b87-b413-2ee735f185fe,2013-02-20,2021-03-14,2023-03-05,Resigned,22,Female,1,Finance,Mid,22091,44550,Permanent,20,122,8,171,66,1,29,0.37,0,1
be544c3c-34ba-4222-ba22-3bf2f7e651dc,2010-04-14,2020-09-09,2015-03-26,Resigned,37,Female,2,Operations,Senior,29784,44676,Permanent,50,60,1,150,68,1,12,0.38,0,1
fb5b7652-1885-45d8-8f59-bc2b9dfde46d,2018-07-22,2023-06-08,2019-03-04,Resigned,27,Other,0,IT,Mid,24909,26362,Permanent,50,7,4,168,72,0,27,0.63,1,0
24c744c7-df34-408d-bab7-81bd81fe08e5,2011-06-25,2015-02-23,2023-04-28,Resigned,37,Male,0,HR,Senior,25876,56927,Internship,0,144,1,185,74,0,20,0.34,1,0
0f2795b8-13ff-4fdf-8465-023bdcb5a13b,2016-02-11,2024-07-25,2022-09-16,Resigned,51,Female,1,Marketing,Mid,28603,47671,Permanent,100,80,7,173,53,1,16,0.55,4,0
459f23eb-2c09-4df8-b997-92c553656c38,2021-11-15,2025-03-23,2024-01-28,Resigned,40,Female,0,Marketing,Junior,28337,34476,Permanent,50,26,6,185,70,1,34,0.75,0,1
211f3ef0-8d83-4d42-9045-6059b1c001e3,2015-04-15,2022-03-24,2022-01-04,Resigned,25,Female,1,Sales,Junior,18948,31737,Permanent,0,81,4,197,68,1,55,0.45,1,0
714e4a2d-f9e8-48cb-9a43-16e3222d1b46,2018-08-16,2019-01-05,2021-09-06,Resigned,56,Female,1,HR,Junior,25588,33477,Permanent,100,37,4,206,62,0,18,0.38,1,0
0650af07-f62d-4344-a087-f11748e8cb0a,2021-07-13,2023-10-20,2024-07-26,Resigned,29,Other,1,Marketing,Mid,18646,24239,Permanent,100,36,3,153,61,1,16,0.78,0,0
cdeeae33-c1f8-4fc0-90c4-59b47abe30c7,2015-11-25,2016-02-20,2019-02-14,Resigned,33,Other,1,IT,Manager,21329,28260,Permanent,0,39,7,154,71,1,0,0.68,0,0
9e657632-7ec7-46d1-ace0-b002242b2230,2010-06-16,2022-09-21,2019-09-29,Resigned,35,Male,0,IT,Junior,29280,56852,Permanent,80,113,4,131,70,0,12,0.5,3,1
8dbe06c4-7a53-466a-9a0c-4a9ac8f46d3c,2019-06-07,2023-05-24,2021-11-02,Resigned,59,Other,3,Finance,Junior,23049,28619,Permanent,50,29,2,219,59,1,8,0.12,3,0
1f653a20-1a7d-4d32-ae22-d5e51c44b36a,2013-08-02,2015-08-22,2016-05-17,Resigned,55,Female,1,HR,Junior,25168,32089,Permanent,0,33,10,125,82,1,0,0.36,1,0
23d584c0-4055-484b-aa7e-6c9a39061fa7,2012-01-26,2022-01-17,2022-11-07,Resigned,41,Other,1,Finance,Junior,29393,61480,Permanent,80,131,4,199,61,0,27,0.12,0,0
93b990c1-871e-49c7-a96e-904f15b2a99a,2014-08-20,2023-06-28,2021-01-22,Resigned,22,Male,1,Marketing,Mid,27185,44855,Permanent,50,78,7,140,49,0,17,0.38,1,1
15e16e5d-da20-46b4-973e-905d76b1cecf,2014-10-10,2015-06-07,2019-09-29,Resigned,53,Other,0,Operations,Junior,18381,27571,Permanent,50,60,4,153,72,0,38,0.89,3,0
5eb717f5-2bc5-479c-a879-292a47ed9781,2020-02-29,2020-08-10,2024-06-28,Resigned,23,Male,1,HR,Manager,29343,42058,Permanent,50,52,5,146,67,1,3,0.24,2,1
48467182-c11b-46fa-9492-1aa3c3d65a3a,2011-02-26,2018-08-31,2020-02-28,Resigned,55,Male,2,IT,Junior,20211,38569,Permanent,50,109,7,177,82,0,0,0.46,2,0
73106bc2-0851-40e5-9367-b6c1fefb4a7a,2014-04-25,2018-06-13,2019-06-07,Resigned,43,Female,1,IT,Manager,25075,38030,Permanent,20,62,1,199,71,0,35,0.38,0,0
90bd96ae-b2ba-4b11-9c26-3b2d7514f340,2011-04-14,2024-05-24,2021-01-22,Resigned,37,Female,0,Operations,Mid,20103,40038,Permanent,80,119,3,155,75,0,22,0.1,0,0
93c8cfee-92ba-4451-b83b-db1fb4216407,2014-06-20,2024-01-23,2021-08-20,Resigned,42,Male,1,Finance,Manager,25594,44149,Permanent,80,87,7,190,86,0,50,0.51,1,1
5047849e-3eea-4e4a-91b5-78c0d0ff3246,2010-05-10,2018-03-13,2014-12-21,Resigned,34,Male,1,IT,Mid,22280,32677,Temporary,0,56,4,209,78,1,35,0.1,1,1
c4e78fc4-8a81-4acc-8a26-0c93f33948af,2021-11-09,2022-06-18,2023-09-25,Resigned,29,Male,1,Operations,Junior,25358,30006,Temporary,0,22,8,135,71,0,0,0.67,1,0
1f74766d-4168-4b05-b633-a00694da56c8,2020-06-30,2022-09-15,2022-12-02,Resigned,39,Other,4,Sales,Senior,29160,36207,Temporary,0,29,2,170,83,0,14,0.83,0,1
438b209a-67a1-4f33-87b4-febd1b057cb3,2012-05-11,2025-02-24,2020-09-30,Resigned,43,Male,1,Finance,Manager,23393,43277,Permanent,20,102,7,160,88,0,30,0.48,3,0
10941b9b-01fe-4f88-881c-59bf4928b314,2012-12-15,2019-12-15,2024-09-14,Resigned,26,Female,0,IT,Mid,22610,49553,Permanent,100,143,9,119,55,0,28,0.38,1,1
d4bb1c52-d35c-413b-98b8-f99b89ee1cd6,2017-05-06,2020-04-08,2025-03-29,Resigned,56,Female,0,Sales,Mid,18990,34182,Permanent,0,96,9,116,57,0,6,0.28,1,0
0554f28b-ddce-4557-a34c-7c036631b99e,2018-12-03,2024-01-05,2022-01-17,Resigned,47,Other,1,Marketing,Mid,23079,30387,Permanent,50,38,8,131,82,1,12,0.45,3,0
60093706-53b8-45fc-8b20-0b0a24164edd,2015-01-23,2022-02-22,2018-09-18,Resigned,23,Male,0,HR,Junior,22791,31147,Permanent,50,44,6,143,81,1,6,0.37,2,0
7a30ca06-53ba-4bda-9eea-f42783b8f6ee,2014-07-16,2025-02-24,2015-03-07,Resigned,38,Male,0,Marketing,Junior,23635,25013,Temporary,100,7,5,131,74,0,0,0.51,2,1
5b9dec19-5a06-4886-9bfd-9a7de9c28059,2019-07-31,2023-07-29,2023-04-04,Resigned,42,Male,0,Marketing,Senior,22154,30277,Temporary,50,44,8,183,53,1,40,0.57,0,1
24af4277-f068-4479-bfdc-2bdf3b067492,2020-05-29,2022-04-10,2021-08-29,Resigned,31,Other,2,Operations,Senior,19160,21555,Permanent,20,15,2,136,80,0,29,0.55,1,0
9be737e1-9735-48a3-8ec3-e46f8d33e128,2010-10-05,2019-06-06,2012-08-13,Resigned,48,Female,3,Marketing,Mid,27892,33005,Permanent,20,22,9,180,71,1,44,0.4,0,0
254c0816-39a2-4864-bb2e-3058bb358f2c,2020-08-06,2021-09-24,2025-05-04,Resigned,34,Other,1,HR,Senior,23782,35078,Permanent,50,57,3,145,70,0,16,0.46,1,1
718350bd-1d02-44c9-9d4c-6ec81cdac7e6,2013-04-24,2020-10-18,2020-09-05,Resigned,43,Other,0,Marketing,Junior,26398,45976,Temporary,0,89,8,177,72,1,11,0.44,1,0
d8cc52e0-877c-4037-8acb-48f5b02af6d7,2018-02-08,2018-07-23,2022-02-23,Resigned,32,Male,0,IT,Mid,24244,34143,Temporary,50,49,4,144,67,0,29,0.42,1,1
5cd1ed31-a41d-453d-a2ee-46fbdbc9b827,2011-07-12,2021-06-20,2012-04-18,Resigned,57,Female,0,IT,Junior,26790,28799,Permanent,100,9,6,156,71,0,12,0.3,1,1
fb3013f9-14d0-4a5a-8181-733c965c34ab,2020-04-12,2020-09-11,2024-07-21,Resigned,32,Male,3,HR,Junior,20462,29328,Permanent,0,52,6,148,76,0,27,0.22,0,0
8499e341-9fc9-4225-bb35-978e8eeb9380,2010-02-11,2012-09-24,2024-01-28,Resigned,57,Other,0,Finance,Mid,25693,61877,Temporary,20,169,4,150,94,1,2,0.47,1,1
51c97276-d4d3-4cfa-b188-4ebe73ee091d,2018-07-02,2021-05-22,2025-01-31,Resigned,30,Male,1,HR,Mid,29481,49134,Permanent,20,80,9,133,100,1,26,0.44,4,0
1f1edc00-ae5d-4434-88cc-9fcc22b17cec,2012-07-04,2015-10-13,2020-02-16,Resigned,48,Male,2,Sales,Manager,27352,48321,Permanent,80,92,5,177,71,1,26,0.46,0,1
c7b502c1-cae0-4f85-8139-e217d60aa7b4,2017-12-04,2024-02-21,2025-04-19,Resigned,30,Other,0,Operations,Mid,24927,43414,Permanent,80,89,7,146,80,1,40,0.47,2,0
1bb0df11-ed40-48b3-9798-1ff7806b27bf,2014-11-29,2015-10-08,2020-05-26,Resigned,24,Female,1,Finance,Junior,29626,45920,Temporary,50,66,6,132,82,0,20,0.49,3,1
c54e05a3-143b-41d9-a697-c38966c816f8,2021-09-05,2024-11-04,2024-09-19,Resigned,36,Female,0,Sales,Junior,21451,28065,Temporary,20,37,8,146,73,0,16,0.52,1,1
0b76f62d-052e-4a2d-8f44-b250ba165f91,2012-09-19,2015-08-10,2022-05-23,Resigned,36,Female,0,Marketing,Mid,26718,52768,Temporary,100,117,7,178,92,0,25,0.3,1,0
a3a23908-8596-4204-bcd3-f9dbad8a76a7,2018-09-11,2020-09-23,2022-12-29,Resigned,30,Male,3,Operations,Manager,25630,36736,Permanent,20,52,9,126,81,0,39,0.48,0,1
f6e83dd8-8cd3-498d-b7de-ed92a2deb3c7,2020-08-29,2024-09-19,2025-04-03,Resigned,49,Female,0,Marketing,Junior,22541,32872,Permanent,80,55,2,132,81,1,15,0.34,1,0
9421cfa1-2bd5-407a-b151-fe4a04b261a9,2020-11-03,2022-08-29,2024-08-29,Resigned,58,Male,2,HR,Manager,25027,34620,Permanent,0,46,5,143,84,1,10,0.64,1,0
691a4c09-9281-4a21-84ce-31c5e83ad75c,2015-01-15,2021-12-26,2020-09-14,Resigned,31,Female,0,Marketing,Mid,24655,38626,Permanent,100,68,10,169,53,0,28,0.27,1,1
89c8848f-c109-4463-8e47-20f87af4057f,2012-03-21,2024-11-15,2022-12-27,Resigned,50,Male,1,Operations,Junior,25466,53266,Permanent,0,131,9,167,81,1,43,0.41,2,0
a66bd379-4395-4622-87f6-702f2a5c5a14,2021-05-24,2024-10-31,2023-02-20,Resigned,35,Other,1,Operations,Mid,20528,24120,Permanent,50,21,6,182,61,1,15,0.26,2,1
15c83dca-6abb-468e-b78c-80cec5369d36,2011-02-06,2022-04-09,2012-06-08,Resigned,25,Male,1,Marketing,Senior,21249,24082,Permanent,80,16,7,153,64,0,28,0.45,2,1
8e2c82be-45b8-4103-adec-f56b8a45770d,2015-03-31,2018-12-17,2022-02-21,Resigned,23,Female,1,Sales,Mid,21261,35966,Temporary,100,83,1,208,83,0,30,0.64,1,0
67290683-b358-465e-a129-5b9a72ab6084,2011-03-02,2020-12-02,2016-06-19,Resigned,47,Male,2,HR,Junior,18760,28765,Permanent,20,64,2,146,63,0,28,0.55,2,0
d12f4bc6-0465-48c5-81c3-22bcb1fd6d23,2014-02-12,2015-02-23,2014-11-23,Resigned,60,Male,0,IT,Senior,28276,30396,Internship,0,9,7,180,73,0,12,0.42,1,0
56bd8044-f5d0-4b69-bde3-bbd6972613d3,2021-11-30,2022-05-12,2024-02-09,Resigned,36,Male,0,Sales,Mid,18142,22072,Temporary,80,26,7,169,67,0,5,0.42,2,1
58cb94b7-dd9d-4878-95cb-aaedf1735863,2020-12-08,2024-04-09,2024-11-22,Resigned,53,Female,0,Operations,Mid,21751,30451,Temporary,100,48,1,200,84,0,2,0.29,3,1
6e1bece1-55eb-4ef8-b69d-a7e391ca79e9,2012-03-20,2020-10-30,2024-08-11,Resigned,36,Female,0,Sales,Senior,27208,61218,Permanent,50,150,9,162,91,0,21,0.68,0,1
77357b6d-8a7e-45b3-a241-f1e94c2843ec,2015-10-15,2021-10-26,2019-09-12,Resigned,33,Other,0,Operations,Junior,29140,40553,Permanent,20,47,6,138,65,0,24,0.45,0,0
c50ca2ea-ccd7-4f48-bb67-9532521b7e10,2012-01-17,2021-08-04,2024-02-04,Resigned,45,Female,0,HR,Junior,29295,64937,Permanent,100,146,2,188,74,0,30,0.24,0,0
013647e5-110b-4608-9dfc-4c268ca885a0,2014-12-08,2025-03-04,2015-06-15,Resigned,34,Female,2,HR,Manager,19683,20667,Permanent,0,6,7,186,74,1,20,0.25,1,1
f61e259a-bad1-46a6-85b3-259b02ea5f48,2021-11-06,2025-04-30,2023-09-14,Resigned,26,Male,0,Operations,Senior,19871,23514,Temporary,80,22,6,164,71,0,14,0.7,1,0
cc3b7286-40e1-4170-a967-2c7e0ebd0e89,2016-06-10,2020-05-29,2018-03-09,Resigned,32,Male,1,Marketing,Junior,25768,30277,Internship,100,21,8,140,62,1,23,0.56,3,1
fc4bbef1-516d-4c19-a24d-8bd3739a78e6,2019-08-14,2021-12-23,2022-12-23,Resigned,49,Male,1,Marketing,Mid,24484,32645,Permanent,50,40,1,172,75,1,14,0.38,0,0
35df4a38-c1a7-4676-8375-fed33cd77dc8,2019-02-13,2020-10-11,2020-02-24,Resigned,58,Female,1,HR,Junior,18417,20258,Permanent,100,12,8,155,78,1,20,0.51,3,1
be202b4a-e621-49ca-86f4-97607eb7d3ab,2014-03-12,2015-12-07,2024-12-22,Resigned,26,Male,1,Marketing,Junior,26710,55868,Permanent,20,131,6,168,85,1,0,0.78,0,1
e9e0fdd2-9bb3-4e59-8920-57067846d496,2019-05-31,2024-11-11,2023-02-24,Resigned,53,Male,3,HR,Mid,28115,38658,Permanent,100,45,4,206,74,1,35,0.23,3,1
bc6709e5-82a8-44b3-8159-96face6a89c3,2020-02-17,2025-03-29,2020-12-19,Resigned,59,Female,0,Finance,Mid,29488,31945,Temporary,20,10,2,140,69,0,17,0.2,1,1
c6f5ed9d-423b-4631-bcd0-fe336a5d9d5a,2013-12-01,2021-11-22,2014-12-20,Resigned,36,Other,1,Sales,Junior,26141,28755,Temporary,80,12,7,169,80,0,21,0.65,2,0
41347e8d-2f97-4051-a6e8-cdabd9043216,2019-10-27,2021-12-30,2025-03-08,Resigned,24,Other,1,Finance,Junior,27323,42122,Permanent,0,65,7,173,62,0,27,0.42,0,1
8ebc779e-d293-49f6-b7c9-8f76adbcbe3f,2013-11-12,2014-05-10,2022-06-06,Resigned,23,Male,4,Finance,Mid,20608,38468,Permanent,80,104,7,142,68,1,28,0.1,1,1
93de0bbf-673f-4b96-acc0-db7cdfa5cf1a,2016-02-01,2018-05-05,2017-04-22,Resigned,60,Female,1,HR,Junior,28178,31465,Temporary,20,14,4,208,73,0,11,0.38,1,0
010f90a0-57e3-44b0-abd3-a8904b5843ca,2016-01-21,2017-03-23,2017-03-03,Resigned,23,Male,3,Sales,Senior,23547,26097,Permanent,0,13,9,175,74,1,8,0.52,0,1
8ac6a3a6-2a89-4b7f-8162-06fcd5cf98a8,2020-04-08,2020-11-08,2021-03-28,Resigned,32,Female,0,Sales,Junior,29657,32375,Permanent,0,11,6,188,72,0,6,0.36,1,1
c7112bc0-3a80-47fb-ab02-8426dbb6f321,2015-12-04,2016-02-02,2018-07-14,Resigned,49,Other,1,Operations,Manager,19582,24640,Internship,50,31,2,159,88,0,10,0.1,4,0
48cbc46e-9f3d-4553-82f2-1204fda460cb,2020-06-07,2023-11-02,2024-10-20,Resigned,45,Female,1,HR,Mid,21484,30972,Permanent,100,53,5,167,67,0,39,0.65,0,0
720f76e0-be1d-4c4b-915c-a62e695d6521,2020-06-25,2021-10-20,2022-01-27,Resigned,31,Other,3,Marketing,Senior,22150,25657,Permanent,100,19,8,163,80,0,25,0.23,0,0
13323b58-911c-4f57-8b4a-9f46ca44aaa7,2020-03-23,2023-08-20,2022-01-26,Resigned,55,Male,0,Finance,Junior,25290,29926,Permanent,50,22,9,148,67,1,25,0.54,2,1
7b15277d-f2be-4775-b182-22c87421cd95,2011-10-19,2022-06-08,2017-06-25,Resigned,45,Other,0,Operations,Junior,24914,39239,Temporary,100,69,10,165,77,0,23,0.51,1,0
af49d35b-300a-4a1d-9de6-c286f3f695bf,2017-04-09,2025-03-24,2018-02-19,Resigned,57,Male,0,Operations,Junior,18584,20132,Permanent,20,10,10,157,77,1,14,0.67,1,1
5a5bb916-8ec0-4e91-8a29-407ab5634c77,2020-09-11,2021-06-13,2025-03-26,Resigned,51,Female,0,Finance,Senior,23635,34467,Permanent,50,55,5,130,81,1,15,0.28,0,0
